address;netmask;comment;EA-Level1;EA-Level2;EA-Level3;EA-Site,,,,,,,,,,,,,,
137.185.56.60;255.255.255.252;reserved for future;P&G;NA;BOSTON - BOSTON PLANT - 7925;7925,,,,,,,,,,,,,,
137.185.56.64;255.255.255.240;VLAN 102;P&G;NA;BOSTON - BOSTON PLANT - 7925;7925,,,,,,,,,,,,,,
137.185.56.80;255.255.255.240;VLAN 64;P&G;NA;BOSTON - BOSTON PLANT - 7925;7925,,,,,,,,,,,,,,
137.185.56.96;255.255.255.240;reserved for future;P&G;NA;BOSTON - BOSTON PLANT - 7925;7925,,,,,,,,,,,,,,
137.185.56.112;255.255.255.240;reserved for future;P&G;NA;BOSTON - BOSTON PLANT - 7925;7925,,,,,,,,,,,,,,
137.185.56.128;255.255.255.128;reserved for future;P&G;NA;BOSTON - BOSTON PLANT - 7925;7925,,,,,,,,,,,,,,
137.185.57.0;255.255.255.0;reserved for future;P&G;NA;BOSTON - BOSTON PLANT - 7925;7925,,,,,,,,,,,,,,
137.185.58.0;255.255.254.0;VLAN 101;P&G;NA;BOSTON - BOSTON PLANT - 7925;7925,,,,,,,,,,,,,,
137.185.60.0;255.255.252.0;reserved for future;P&G;NA;BOSTON - BOSTON PLANT - 7925;7925,,,,,,,,,,,,,,
137.185.64.0;255.255.240.0;;P&G;NA;NA;,,,,,,,,,,,,,,
137.185.80.0;22;;NA - GLBDCSERV4 - VPN ADDRESS POOL;;;,,,,,,,,,,,,,,
137.185.80.0;255.255.255.0;;;;;,,,,,,,,,,,,,,
137.185.84.0;255.255.252.0;;P&G;NA;NA;,,,,,,,,,,,,,,
137.185.88.0;255.255.252.0;;P&G;NA;NA;,,,,,,,,,,,,,,
137.185.92.0;255.255.252.0;;P&G;NA;NA;,,,,,,,,,,,,,,
137.185.96.0;255.255.240.0;;P&G;NA;NA;,,,,,,,,,,,,,,
137.185.112.0;255.255.254.0;Vlan 101;P&G;NA;Dayton - Mixing Center - B360;B360,,,,,,,,,,,,,,
137.185.114.0;255.255.255.0;User Vlans;P&G;NA;Dayton - Mixing Center - B360;B360,,,,,,,,,,,,,,
137.185.115.0;255.255.255.0;User Vlans;P&G;NA;Dayton - Mixing Center - B360;B360,,,,,,,,,,,,,,
137.185.116.0;255.255.254.0;Vlan 140 / RTCIS2;P&G;NA;Dayton - Mixing Center - B360;B360,,,,,,,,,,,,,,
137.185.118.0;255.255.254.0;Vlan 148 / Spr0ckets;P&G;NA;Dayton - Mixing Center - B360;B360,,,,,,,,,,,,,,
137.185.120.0;255.255.255.0;VLAN 20 - Peripheral VLAN;P&G;NA;Dayton - Mixing Center - B360;B360,,,,,,,,,,,,,,
137.185.121.0;255.255.255.0;Peripheral VLAN;P&G;NA;Dayton - Mixing Center - B360;B360,,,,,,,,,,,,,,
137.185.122.0;255.255.255.0;Peripheral VLAN;P&G;NA;Dayton - Mixing Center - B360;B360,,,,,,,,,,,,,,
137.185.123.0;255.255.255.0;Peripheral VLAN;P&G;NA;Dayton - Mixing Center - B360;B360,,,,,,,,,,,,,,
137.185.124.0;24;;T01074161;;;,,,,,,,,,,,,,,
137.185.124.128;255.255.255.128;ctask0567302;;;;,,,,,,,,,,,,,,
137.185.125.0;255.255.255.0;Peripheral VLAN;P&G;NA;Dayton - Mixing Center - B360;B360,,,,,,,,,,,,,,
137.185.126.0;255.255.255.192;VLAN 160 - AgileC0nnect2 SSID;P&G;NA;Cincinnati - SWTC - Solvent Building (Building S) - 4627A;4627A,,,,,,,,,,,,,,
137.185.126.64;255.255.255.240;Vlan 80;P&G;NA;SACRAMENTO - SACRAMENTO PLANT - 4598;4598,,,,,,,,,,,,,,
137.185.126.80;255.255.255.240;Vlan102;P&G;NA;PHOENIX - PHOENIX PLANT - 4596;4596,,,,,,,,,,,,,,
137.185.126.96;255.255.255.240;Vlan102;P&G;NA;PHOENIX - PHOENIX PLANT - 4596A;4596A,,,,,,,,,,,,,,
137.185.126.112;255.255.255.240;T01130424 VLAN 80;P&G;NA;BELLEVILLE - BELLEVILLE PLANT - 2038;2038,,,,,,,,,,,,,,
137.185.126.128;255.255.255.128;VLAN250;P&G;NA;PHOENIX - PHOENIX PLANT - 4596;4596,,,,,,,,,,,,,,
137.185.127.0;255.255.255.128;VLAN260;P&G;NA;PHOENIX - PHOENIX PLANT - 4596;4596,,,,,,,,,,,,,,
137.185.127.128;255.255.255.128;VLAN 250;P&G;NA;GREENSBORO - GREENSBORO SWING ROAD PLANT - 4582;4582,,,,,,,,,,,,,,
137.185.128.0;255.255.255.248;VLAN 201 DHCP Server;P&G;LA;RIO DE JANEIRO - 7601;7601,,,,,,,,,,,,,,
137.185.128.8;255.255.255.248;VLAN 254;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.128.16;255.255.255.248;VLAN 72;P&G;NA;IOWA CITY - IOWA CITY - PLANT - 4585;4585,,,,,,,,,,,,,,
137.185.128.24;255.255.255.248;Pilot Project;P&G;NA;LIMA - LIMA (OHIO) PLANT - 4593;4593,,,,,,,,,,,,,,
137.185.128.32;255.255.255.224;VLAN 999;P&G;NA;BROCKVILLE - BROCKVILLE PLANT - 2041;2041,,,,,,,,,,,,,,
137.185.128.64;255.255.255.192;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
137.185.128.128;255.255.255.192;VLAN 160 - WLAN-WPA Casual User;P&G;NA;Fremont - Natura Pet Products - Fremont Warehouse - A486A;A486A,,,,,,,,,,,,,,
137.185.128.192;255.255.255.224;PBX/Voice Server Subnet/VLAN 860;P&G;NA;IOWA CITY - IOWA CITY - PLANT - 4585;4585,,,,,,,,,,,,,,
137.185.128.224;255.255.255.224;VLAN 102 - WLC Mgmt;P&G;NA;ST BERNARD - CINCINNATI CHEMICALS PLANT - 4358;4358,,,,,,,,,,,,,,
137.185.129.0;255.255.255.0;;P&G;NA;NA;,,,,,,,,,,,,,,
137.185.130.0;255.255.254.0;;P&G;NA;NA;,,,,,,,,,,,,,,
137.185.132.0;30;;;;;,,,,,,,,,,,,,,
;;;;;;,,,,,,,,,,,,,,
;;;;;;,,,,,,,,,,,,,,
137.185.132.0;255.255.255.255;PGSR014254 - CTASK0594057;;;;,,,,,,,,,,,,,,
;;;;;;,,,,,,,,,,,,,,
;;;;;;,,,,,,,,,,,,,,
137.185.132.4;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.8;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.12;255.255.255.252;WAN - 749679;P&G;AP;Hong Kong - Hong Kong Sales Office - 0193;193,,,,,,,,,,,,,,
137.185.132.16;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.20;255.255.255.252;WAN router P2P Core Switch;P&G;NA;BOSTON - BOSTON PLANT - 7925;7925,,,,,,,,,,,,,,
137.185.132.24;255.255.255.252;WAN router P2P Core Switch;P&G;NA;BOSTON - BOSTON PLANT - 7925;7925,,,,,,,,,,,,,,
137.185.132.28;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.32;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.36;255.255.255.252;T00412065- BDC-DR-SW01 VLAN 610 - Disk_to_Disk_VL2;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.40;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.44;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.48;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.52;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.56;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.60;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.64;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.68;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.72;255.255.255.252;;P&G;NA;NA;,,,,,,,,,,,,,,
137.185.132.76;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.80;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.84;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.88;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.92;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.96;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.100;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.104;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.108;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.112;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.116;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.120;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.124;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.128;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.132;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.136;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.140;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.144;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.148;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.152;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.156;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.160;255.255.255.252;T00412065-BDC-DR-SW02 VLAN 611 - Disk_to_Disk_VL2;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.164;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.168;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.172;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.176;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.180;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.184;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.188;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.192;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.196;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.200;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.204;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.208;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.212;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.216;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.220;255.255.255.252;;P&G;NA;NA;,,,,,,,,,,,,,,
137.185.132.224;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.228;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.232;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.236;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.240;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.244;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.248;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.132.252;255.255.255.252;T00412065-BDC-DR-SW03 VLAN 612 - Disk_to_Disk_VL2;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.133.0;255.255.255.252;;P&G;EMEA;TST Warehouse GO - BT704;BT704,,,,,,,,,,,,,,
137.185.133.4;255.255.255.252;;P&G;NA;ALEXANDRIA - ALEXANDRIA PLANT - 4573C;4573C,,,,,,,,,,,,,,
137.185.133.8;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.133.12;255.255.255.252;MPLS WAN ROUTER - Core Switch Point–to–Point;P&G;LA;SANTIAGO - SANTIAGO GO - 4623;4623,,,,,,,,,,,,,,
137.185.133.16;255.255.255.240;VLAN 73 - Firewall Management;P&G;NA;BELLEVILLE - BELLEVILLE PLANT - 2038;2038,,,,,,,,,,,,,,
137.185.133.32;255.255.255.252;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.133.36;255.255.255.252;DVRSC1GW <>DVRSC2GW;P&G;NA;DOVER - DOVER WIPES PLANT - 4604;4604,,,,,,,,,,,,,,
137.185.133.40;255.255.255.248;VLAN 35 - Park Center;P&G;NA;CLEVELAND - CLEVELAND PACK Centre - 7930B;7930B,,,,,,,,,,,,,,
137.185.133.48;255.255.255.240;VLAN800;P&G;NA;BROCKVILLE - BROCKVILLE PLANT - 2041;2041,,,,,,,,,,,,,,
137.185.133.64;255.255.255.192;VLAN101- AP Mgmt;P&G;NA;PHOENIX - PHOENIX PLANT - 4596;4596,,,,,,,,,,,,,,
137.185.133.128;255.255.255.192;VLAN 800 - IP Phones;P&G;NA;WASHINGTON DC - NATIONAL GOVERNMENT RELATIONS - 4680;4680,,,,,,,,,,,,,,
137.185.133.192;255.255.255.192;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
137.185.134.0;255.255.254.0;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
137.185.136.0;255.255.255.128;;P&G;NA;WASHINGTON DC - NATIONAL GOVERNMENT RELATIONS - 4680;4680,,,,,,,,,,,,,,
137.185.136.128;255.255.255.128;;P&G;NA;MASON - MASON BUSINESS CENTER - 4625;4625,,,,,,,,,,,,,,
137.185.137.0;255.255.255.0;;P&G;NA;NA;,,,,,,,,,,,,,,
137.185.138.0;255.255.255.0;;P&G;NA;BROCKVILLE - BROCKVILLE PLANT - 2041;2041,,,,,,,,,,,,,,
137.185.139.0;255.255.255.0;Voice VLAN 111;P&G;NA;ALEXANDRIA - ALEXANDRIA PLANT - 4573C;4573C,,,,,,,,,,,,,,
137.185.140.0;255.255.252.0;;P&G;NA;NA;,,,,,,,,,,,,,,
137.185.144.0;255.255.254.0;Vlan 160 / Casual WLAN Users;P&G;NA;Dayton - Mixing Center - B360;B360,,,,,,,,,,,,,,
137.185.146.0;255.255.255.128;VLAN 203;P&G;NA;PHOENIX - PHOENIX PLANT - 4596;4596,,,,,,,,,,,,,,
137.185.146.128;255.255.255.128;VLAN 204;P&G;NA;PHOENIX - PHOENIX PLANT - 4596;4596,,,,,,,,,,,,,,
137.185.147.0;255.255.255.128;VLAN 205;P&G;NA;PHOENIX - PHOENIX PLANT - 4596;4596,,,,,,,,,,,,,,
137.185.147.128;255.255.255.128;VLAN 203;P&G;NA;GREENSBORO - GREENSBORO SWING ROAD PLANT - 4582;4582,,,,,,,,,,,,,,
137.185.148.0;255.255.255.0;VLAN 210;P&G;NA;PHOENIX - PHOENIX PLANT - 4596;4596,,,,,,,,,,,,,,
137.185.149.0;255.255.255.0;VLAN 210;P&G;NA;GREENSBORO - GREENSBORO SWING ROAD PLANT - 4582;4582,,,,,,,,,,,,,,
137.185.150.0;255.255.255.128;VLAN 204;P&G;NA;GREENSBORO - GREENSBORO SWING ROAD PLANT - 4582;4582,,,,,,,,,,,,,,
137.185.150.128;255.255.255.128;VLAN 205;P&G;NA;GREENSBORO - GREENSBORO SWING ROAD PLANT - 4582;4582,,,,,,,,,,,,,,
137.185.151.0;255.255.255.128;T01082551 - create,,,,,,,,,,,,,,
137.185.151.128;255.255.255.128;VLAN 301;P&G;NA;BELCAMP - RIVERSIDE DISTRIBUTION CENTER - 4608 (Coty-Owned);4608,,,,,,,,,,,,,,
137.185.152.0;255.255.255.128;VLAN 260;P&G;NA;GREENSBORO - GREENSBORO SWING ROAD PLANT - 4582;4582,,,,,,,,,,,,,,
137.185.152.128;255.255.255.128;VLAN203;P&G;NA;SHIPPENSBURG - NORTHEAST MIXING CENTER - B278;B278,,,,,,,,,,,,,,
137.185.153.0;255.255.255.0;Vlan 160 – secondary subnet;P&G;NA;GREENSBORO - GREENSBORO SWING ROAD PLANT - 4582;4582,,,,,,,,,,,,,,
137.185.154.0;255.255.255.0;VLAN 210;P&G;NA;Albany - Albany Plant - 2024;2024,,,,,,,,,,,,,,
137.185.155.0;255.255.255.128;VLAN204;P&G;NA;SHIPPENSBURG - NORTHEAST MIXING CENTER - B278;B278,,,,,,,,,,,,,,
137.185.155.128;255.255.255.128;VLAN203;P&G;NA;ATLANTA - SOUTHEAST MIXING CENTER - B340;B340,,,,,,,,,,,,,,
137.185.156.0;255.255.255.0;Vlan 202/D2D Backup;P&G;NA;Dayton - Mixing Center - B360;B360,,,,,,,,,,,,,,
137.185.157.0;255.255.255.192;T01115513 - Vlan101;P&G;NA;PHOENIX - PHOENIX PLANT - 4596;4596,,,,,,,,,,,,,,
137.185.157.64;255.255.255.192;T01115511 - Vlan101,,,,,,,,,,,,,,
;;na.pg.com;;;;,,,,,,,,,,,,,,
137.185.157.128;255.255.255.128;T01115513 - Vlan140;;;;,,,,,,,,,,,,,,
;;internal.pg.com;;;;,,,,,,,,,,,,,,
137.185.158.0;255.255.254.0;VLAN 160;P&G;NA;PINEVILLE - ALEXANDRIA PLANT - 4573;4573,,,,,,,,,,,,,,
137.185.160.0;255.255.255.128;VLAN 101 - Secondary;P&G;NA;GREEN BAY - GREEN BAY PLANT - 4427;4427,,,,,,,,,,,,,,
137.185.160.128;255.255.255.192;Printer VLAN 26;P&G;NA;MORENO VALLEY - WEST COAST MIXING CENTER - B275;B275,,,,,,,,,,,,,,
137.185.160.192;255.255.255.192;Switch Management VLAN 999;P&G;NA;MORENO VALLEY - WEST COAST MIXING CENTER - B275;B275,,,,,,,,,,,,,,
137.185.161.0;255.255.255.0;VLAN 800;P&G;NA;LAGRANGE - LAGRANGE PLANT - 7937;7937,,,,,,,,,,,,,,
137.185.162.0;255.255.254.0;VLAN 801 - IP Phone Subnet;P&G;NA;MEHOOPANY - MEHOOPANY PLANT - 2104;2104,,,,,,,,,,,,,,
137.185.164.0;255.255.254.0;VLAN 808;P&G;NA;CINCINNATI - SWTC - SHARON WOODS TECH CTR - 4627;4627,,,,,,,,,,,,,,
137.185.166.0;255.255.254.0;VLAN 809;P&G;NA;CINCINNATI - SWTC - SHARON WOODS TECH CTR - 4627;4627,,,,,,,,,,,,,,
137.185.168.0;255.255.255.0;VLAN 399 - MCS LAN Management;P&G;NA;CINCINNATI - WHBC - WINTON HILL BUSINESS CENTER - 4601;4601,,,,,,,,,,,,,,
137.185.169.0;255.255.255.0;VLAN 307 - GBET;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,,,,,,,,,,,
137.185.170.0;255.255.255.0;VLAN 801;P&G;NA;BROCKVILLE - BROCKVILLE PLANT - 2041;2041,,,,,,,,,,,,,,
137.185.171.0;255.255.255.0;;P&G;NA;NA;,,,,,,,,,,,,,,
137.185.172.0;255.255.255.0;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.173.0;255.255.255.0;;P&G;NA;CINCINNATI - BLUEASH DATA CENTER - 3625;3625,,,,,,,,,,,,,,
137.185.174.0;255.255.255.0;VLAN 301 - MCS VLAN DMZ 301;P&G;NA;CINCINNATI - WHBC - WINTON HILL BUSINESS CENTER - 4601;4601,,,,,,,,,,,,,,
137.185.175.0;255.255.255.0;VLAN 304 - AP Making;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,,,,,,,,,,,
137.185.176.0;255.255.255.0;T01115513 - Vlan160;;;;,,,,,,,,,,,,,,
;;internal.pg.com;;;;,,,,,,,,,,,,,,
137.185.177.0;255.255.255.0;T01115513 - Vlan148;;;;,,,,,,,,,,,,,,
;;internal.pg.com;;;;,,,,,,,,,,,,,,
137.185.178.0;255.255.255.0;VLAN200;P&G;NA;MEHOOPANY - MEHOOPANY PLANT - 2104;2104,,,,,,,,,,,,,,
137.185.179.0;255.255.255.0;VLAN 141 - RTCIS WLAN;P&G;NA;BELCAMP - RIVERSIDE DISTRIBUTION CENTER - 4608 (Coty-Owned);4608,,,,,,,,,,,,,,
137.185.180.0;255.255.255.128;T01115511 - Vlan160,,,,,,,,,,,,,,
;;na.pg.com;;;;,,,,,,,,,,,,,,
137.185.180.128;255.255.255.128;T01115511 - Vlan148,,,,,,,,,,,,,,
;;na.pg.com;;;;,,,,,,,,,,,,,,
137.185.181.0;255.255.255.192;T01115511 - Vlan140,,,,,,,,,,,,,,
;;na.pg.com;;;;,,,,,,,,,,,,,,
137.185.181.64;255.255.255.192;vlan 250 – Backup Vlan;P&G;NA;EDWARDSVILLE - ST LOUIS - WESTWAY (EDWARDSVILLE) IL DC - 3406;3406,,,,,,,,,,,,,,
137.185.181.128;255.255.255.128;Vlan250/ESX-ILO;P&G;NA;ATLANTA - SOUTHEAST MIXING CENTER - B340;B340,,,,,,,,,,,,,,
137.185.182.0;255.255.254.0;Voice VLAN 813;P&G;NA;CINCINNATI - CINCINNATI GENERAL OFFICES - 4587;4587,,,,,,,,,,,,,,
137.185.184.0;255.255.248.0;VLAN 28;P&G;NA;CINCINNATI - WHBC - WINTON HILL BUSINESS CENTER - 4601;4601,,,,,,,,,,,,,,
137.185.192.0;255.255.255.224;WAN Requirement;P&G;NA;Fremont - Natura Pet Products - Fremont Warehouse - A486A;A486A,,,,,,,,,,,,,,
137.185.192.32;255.255.255.252;L3 Connection;P&G;NA;Fremont - Natura Pet Products - Fremont Warehouse - A486A;A486A,,,,,,,,,,,,,,
137.185.192.36;255.255.255.252;;P&G;NA;NASHVILLE - NASHVILLE CBC OFFICE - 9014;9014,,,,,,,,,,,,,,
137.185.192.40;255.255.255.248;;P&G;NA;GREEN BAY - GREEN BAY PLANT - 4427;4427,,,,,,,,,,,,,,
137.185.192.48;255.255.255.240;VLAN 73;P&G;NA;IOWA CITY - IOWA CITY - PLANT - 4585;4585,,,,,,,,,,,,,,
137.185.192.64;255.255.255.224;VLAN 999 - LAN Switch Mgmt;P&G;NA;Fremont - Natura Pet Products - Fremont Warehouse - A486A;A486A,,,,,,,,,,,,,,
"137.185.192.96;255.255.255.224;""VLAN150	WVLAN-pept0150"";P&G;NA;Fremont - Natura Pet Products - Fremont Warehouse - A486A;A486A",,,,,,,,,,,,,,
137.185.192.128;255.255.255.192;VLAN 10 - User Data;P&G;NA;Fremont - Natura Pet Products - Fremont Warehouse - A486A;A486A,,,,,,,,,,,,,,
137.185.192.192;255.255.255.192;AP Mgmt;P&G;NA;Fremont - Natura Pet Products - Fremont Warehouse - A486A;A486A,,,,,,,,,,,,,,
137.185.193.0;255.255.255.0;Controls;P&G;NA;BOSTON - BOSTON PLANT - 7925;7925,,,,,,,,,,,,,,
137.185.194.0;255.255.255.0;VLAN 302 - MCS VLAN Test 302;P&G;NA;CINCINNATI - WHBC - WINTON HILL BUSINESS CENTER - 4601;4601,,,,,,,,,,,,,,
137.185.195.0;255.255.255.0;VLAN 306 - AP Packing;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,,,,,,,,,,,
137.185.196.0;255.255.255.0;VLAN 300 - MCs;P&G;NA;CINCINNATI - WHBC - WINTON HILL BUSINESS CENTER - 4601;4601,,,,,,,,,,,,,,
137.185.197.0;255.255.255.0;VLAN 305 - OC Packing;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,,,,,,,,,,,
137.185.198.0;255.255.254.0;VLAN 301 - PCIS DMZ;P&G;NA;BROWN SUMMIT - GREENSBORO BROWN SUMMIT PLANT - 4581;4581,,,,,,,,,,,,,,
137.185.200.0;255.255.248.0;Vlan 161 / AgileC0nnect2;P&G;NA;NORTH YORK - TORONTO GENERAL OFFICE - 4359;4359,,,,,,,,,,,,,,
137.185.208.0;255.255.240.0;VLAN 164 - wireless expansion;P&G;NA;CINCINNATI - CINCINNATI GENERAL OFFICES - 4587;4587,,,,,,,,,,,,,,
137.185.224.0;255.255.255.0;VLAN 161;P&G;NA;EDWARDSVILLE - GRANITE CITY - GM - 9917;9917,,,,,,,,,,,,,,
137.185.225.0;255.255.255.0;VLAN 301;P&G;NA;PHOENIX - PHOENIX PLANT - 4596;4596,,,,,,,,,,,,,,
